city,name_chinese,name_english,address,category_2,category_1,number
Westminster,文固三角州食品公司,DELTA FOOD CO.,14942 Moran St.,FOOD PRODUCTS-RETAIL & WHOLESALE,餐飲食品,714-898-7544
El Monte,永利雞鴨市場,WING LEE FRESH POULTRYINC.,3015 Central Ave.,POULTRY MARKETS & WHOLESALE,餐飲食品,626-279-6633
La Puente,永利雞鴨市場,WING LEE POLLOS MAS FRESCOS,1043 N. Hacienda Bl.,POULTRY MARKETS & WHOLESALE,餐飲食品,626-968-8182
Sylmar,頂好雞鴨海鮮舖,BEST LIVE POULTRY & FISH,12253 Foothill Bl.,POULTRY MARKETS & WHOLESALE,餐飲食品,818-686-8834
Azusa,華美雞場,CAL FRESH VIKON,P.O. Box 1216,POULTRY MARKETS & WHOLESALE,餐飲食品,626-815-9793
Rosemead,華美雞場,CAL POULTRY VIKON,8932 E. Garvey Ave.,POULTRY MARKETS & WHOLESALE,餐飲食品,626-288-3512
Fountain Valley,永力雞鴨欄,CHINA POULTRY,16281 Harbor Bl.,POULTRY MARKETS & WHOLESALE,餐飲食品,714-839-2328
Los Angeles,結成市場,G.W. MARKET,672 N. Spring St.,POULTRY MARKETS & WHOLESALE,餐飲食品,213-624-0277
Pico Rivera,,LONGO FOOD,5201 Industry Ave.,POULTRY MARKETS & WHOLESALE,餐飲食品,562-942-7499
Los Angeles,永安雞鴨欄,MAJESTIC POULTRY,450 N. Ford Bl.,POULTRY MARKETS & WHOLESALE,餐飲食品,323-261-4313
Los Angeles,新發源雞鴨批發,MAO FOODS INC.,1839 E. 42nd St.,POULTRY MARKETS & WHOLESALE,餐飲食品,323-234-9998
Los Angeles,北京雞鴨鮮魚欄,PEKING POULITRY,717 N. Broadway,POULTRY MARKETS & WHOLESALE,餐飲食品,213-680-2588
Los Angeles,成利雞鴨舖,SHANG LEE POULTRY,711 N. Spring St.,POULTRY MARKETS & WHOLESALE,餐飲食品,213-617-2635
Los Angeles,永安雞鴨欄,SUPERIOR POULTRY,750 N. Broadway,POULTRY MARKETS & WHOLESALE,餐飲食品,213-628-7645
El Monte,永安雞鴨市場,SUPERIOR POULTRY MARKET & DELI,10116 E.Garvey Ave.,POULTRY MARKETS & WHOLESALE,餐飲食品,626-582-8399
San Diego,WING LEE 雞鴨欄(批發),WING LEE POULTRY (WHOLESALE),4310 Euclid Ave.#G,POULTRY MARKETS & WHOLESALE,餐飲食品,909-342-7233
S. El Monte,安泰麵廠,AN TAI CHINESE NOODLE CO.,2446 Lee Ave.,NOODLES,餐飲食品,626-575-1908
Los Angeles,全記製麵公司,CHEUN KEE NOODLE CO.,5146 W. Valley Bl.,NOODLES,餐飲食品,323-225-1822
Commerce,馮家莊麵廠,FUNG'S VILLAGE FOOD CO.,5339 E. Washington Bl.,NOODLES,餐飲食品,323-881-1600
Vernon,南加製麵會社,NANKA SEIMEN CO.,3030 Leonis Bl.,NOODLES,餐飲食品,323-585-9967
El Monte,均益麵廠,QUON YICK NOODLE CO. INC.,9668 Telstar Ave.,NOODLES,餐飲食品,626-968-6980
El Monte,華豐麵廠,WAH FUNG NOODLES INC.,4443 Rowland Ave.,NOODLES,餐飲食品,626-442-0588
Los Angeles,永興製麵廠,WING HING NOODLE CO.,1659 E. 23rd St.,NOODLES,餐飲食品,323-232-8899
S. El Monte,雲天麵廠,YUEN TEN NOODLE CORP.,2446 Seaman Ave.,NOODLES,餐飲食品,626-350-8982
San Gabriel,聖蓋博希爾頓酒店,HILTON HOTEL,225 W. Valley Bl.,BANQUET SERVICES,餐飲食品,626-270-2700
Universal City,文華雅敘(環球影城希爾頓飯店),MANDARIN CLUB‧HILTON LOS ANGELES/UNIVERSAL CITY,555 Universal Hollywood Dr.,BANQUET SERVICES,餐飲食品,818-509-2088
Alhambra,雅曼舍宮宴會議事中心,ALMANSOR COURT INC.,700 S. Almansor St,BANQUET SERVICES,餐飲食品,626-570-4600
Los Angeles,美惠酒店,HISTORIC MAYFAIR HOTEL,1256 W. 7th St.,BANQUET SERVICES,餐飲食品,213-484-9789
Garden Grove,大酒店宴會,HOTEL BANQUET,9848 Garden Grove Bl.,BANQUET SERVICES,餐飲食品,800-530-5660
Monterey Park,,LUMINARIAS RESTAURANT,3500 W. Romona Bl.,BANQUET SERVICES,餐飲食品,323-268-4177
City of Industry,亞太棕櫚大酒店,PACIFIC PALMS CONFERENCE RESOR,1 Industry Hills Pkwy.,BANQUET SERVICES,餐飲食品,626-854-2509
Rancho Cucamonga,,REDHILL BARBEQUE,8111 Foothill Bl. #A,BANQUET SERVICES,餐飲食品,909-920-0558
Los Angeles,韓國酒吧,SKYHALL BANQUET & WEDDING,3680 Wilshire Bl. 5Fl.,BANQUET SERVICES,餐飲食品,213-387-7575
Long Beach,君皇宴會服務,THE GRAND LONG BEACH EVENT CENTER,4101 E. Willow St.,BANQUET SERVICES,餐飲食品,562-426-0555
S. El Monte,四季酒業公司,CNS ENTERPRISES INC.,2708 Chico Ave.,WINE & TOBACCO AGENCIES,餐飲食品,888-239-1849 626-579-0586
S. El Monte,世華國際酒品公司,SSC INT'L INC.,10730  Weaver Ave.,WINE & TOBACCO AGENCIES,餐飲食品,626-401-2158
Los Angeles,,BIG TREE WINE INC.,6415 S. Compton Ave.,WINE & TOBACCO AGENCIES,餐飲食品,323-582-7103
Arcadia,雪茄專賣店,CIGAR PALACE,153 E. Foothill Bl.,WINE & TOBACCO AGENCIES,餐飲食品,626-359-8582
Montebello,J & K煙草屋,J & K CIGARETTE CENTER,2567 W. Via Campo,WINE & TOBACCO AGENCIES,餐飲食品,323-887-8289
Los Angeles,洛杉磯國際貿易公司(香煙),LOH SUN INT'L INC.,1709 N. Spring St.,WINE & TOBACCO AGENCIES,餐飲食品,323-223-1308
Los Angeles,聖安東尼奧酒廠,SAN ANTONIO WINERY,737 Lamar St.,WINE & TOBACCO AGENCIES,餐飲食品,323-223-1401
Ontario,聖安東尼奧酒廠,SAN ANTONIO WINERY,2802 S. Milliken Ave.,WINE & TOBACCO AGENCIES,餐飲食品,909-947-3995
Rosemead,香煙,TABACCO & GIFT,9220 Valley Bl.,WINE & TOBACCO AGENCIES,餐飲食品,626-572-9161
San Gabriel,香煙作坊,TOBACCO HEAVEN,301 W. Valley Bl.#208,WINE & TOBACCO AGENCIES,餐飲食品,626-289-2689
Temple City,,WHALEY'S LIQUOR,9624 E. Las Tunas Dr.,WINE & TOBACCO AGENCIES,餐飲食品,626-286-3012
Alhambra,白山香煙店,WHITER MUONTAIN,1703 W. Valley Bl.,WINE & TOBACCO AGENCIES,餐飲食品,626-282-3508
Baldwin Park,好生意茶館,ABC TEA HOUSE,14520 Arrow Hwy.,TEA SHOPS,餐飲食品,626-813-1333
Claremont,茶竹居,BAMBOO TEA HOUSE,221 Yale Ave.,TEA SHOPS,餐飲食品,909-626-7668
Westminster,達信蔘茸茗茶公司,DAT SHUN GINSENG & TEA CO.,9211 Bolsa Ave. #118,TEA SHOPS,餐飲食品,714-892-9333
Monterey Park,保健茶行,HERBAL AIDE,236 S. Garfield Ave.,TEA SHOPS,餐飲食品,626-571-1738
Chino,美國百年茶公司,HERBAL STAR LLC,4554 Hastings Ct.,TEA SHOPS,餐飲食品,626-300-0149
Rosemead,有閒,LA ARBRE TEA HOUSE,8508 E. Valley Bl. #C101,TEA SHOPS,餐飲食品,626-307-8818
Pasadena,,LEA FOREVER,260 E. Colorado Bl. #223A,TEA SHOPS,餐飲食品,626-538-5218
Azusa,百福台灣茗茶公司,LINBOS CORP.,730 N. Todd Ave.,TEA SHOPS,餐飲食品,626-387-6027
S. El Monte,現代食品公司(高山茶),MODERN FOODS INC. - COSAN TEA,9838 Joe Vargas Way #H,TEA SHOPS,餐飲食品,626-454-2668
Pomona,一品屋茶具,PRESENT NATURAL HOUSE & CO.,1654 W. Orange Grove Ave.,TEA SHOPS,餐飲食品,909-868-1999
Fountain Valley,天立茗茶,TEN LI TEA &  CO.,17086 Magnolia St.,TEA SHOPS,餐飲食品,714-842-9859
Los Angeles,天仁茗茶,TEN REN TEA CO. LTD.,726 N. Hill St. #136,TEA SHOPS,餐飲食品,213-626-8844
Anaheim,天仁茗茶,TEN REN TEA CO. LTD.,665-B N. Euclid St.,TEA SHOPS,餐飲食品,714-635-6665
City of Industry,天仁茗茶,TEN REN TEA CO. LTD.,1330 S. Fullerton Rd. #102,TEA SHOPS,餐飲食品,626-581-7700
Arcadia,天仁茗茶,TEN REN TEA CO. LTD.,846 W. Duarte Rd.,TEA SHOPS,餐飲食品,626-821-0250
Monterey Park,天仁茗茶,TEN REN TEA CO. LTD.,111 W. Garvey Ave.,TEA SHOPS,餐飲食品,626-288-2012
San Gabriel,天仁茗茶,TEN REN TEA CO. LTD.,154 W. Valley Bl.,TEA SHOPS,餐飲食品,626-288-1663
Rowland Hts.,天仁茗茶,TEN REN TEA CO. LTD.,18423 E. Colima Rd.,TEA SHOPS,餐飲食品,626-854-6045
Walnut,輕鬆小站,TENREN'S TEA TIME,515 Grand Ave. #F,TEA SHOPS,餐飲食品,909-839-2665
S. El Monte,安可李氏美國花旗嵾茶,UNCLE LEE'S TEA INC.,11020 E. Ruth St.,TEA SHOPS,餐飲食品,626-350-3309
Alhambra,華泰茗茶,VALLEY TEA & COFFEE,1101 W. Valley Bl. #103,TEA SHOPS,餐飲食品,626-281-5799
San Gabriel,小美(海派)快餐冰果,SHAU MAY RESTAURANT,830 E. Valley Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-569-9600
El Monte,冰淇淋批發專賣店,B & B ICE CREAM WHOLESALE,9928 Lower Azusa Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-443-5042
Arcadia,冰冰蒟蒻,BIN BIN KONJAC,651 W. Duarte Rd. #E,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-574-7318
Carson,,BLENDRES,278 E. Sepulveda Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,310-834-9593
Alhambra,藍櫻桃酸奶坊,BLUE CHERRY YOGURT BAR,137 W. Main St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-281-8568
San Gabriel,多多杯,BOBA CORNER,1635 S. San Gabriel Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-8191
Temple City,波霸休閑站,BOBA EXPRESS,9653 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-287-3067
Torrance,,BOBA TEA HOUSE,24202 Crenshaw Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,310-326-1868
Northridge,,BOBA TEA HOUSE,18110 Nordhoff St. #F,ICE CREAM PARLORS & BEVERAGES,餐飲食品,818-717-0797
Northridge,,BOUNCE BAY,18429 Nord Hoff St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,818-576-9310
Temple City,,C CUP,9566 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-285-9928
Alhambra,,COFFTEA,406 E. Valley Bl,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-281-6877
San Marino,,COPY CAP,2506 Huntington Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-286-8520
Covina,科威娜風味素食冰店,COVINA TASTY FREEZ,1063 N. Citrus Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-332-8816
Alhambra,最佳雪糕,FOSSELMAN'S ICE CREAM,1824 W. Main St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-282-6533
Arcadia,HONEY 波霸,HONEY BOBA,1 W. Duarte Rd. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-446-9788
City of Industry,北京酸奶,JING YOGURT,128 S. 6th Ave,ICE CREAM PARLORS & BEVERAGES,餐飲食品,855-580-6789 626-369-6060
San Gabriel,,JJ TEA HOUSE,417 S. San Gabriel Bl.#C,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-286-2863
Cerritos,吉米屋,JP BAKERY CAFE,11446 South St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-865-8383
Artesia,樂立杯,LOLLICUP,17901 Pioneer Bl. #B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-865-8338
El Monte,樂立杯,LOLLICUP TEA ZONE,10512 Lower Azusa Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-443-6218
Los Angeles,樂立杯,LOLLICUP TEA ZONE,988 N. Hills St. #119,ICE CREAM PARLORS & BEVERAGES,餐飲食品,213-687-8283
Diamond Bar,樂立杯,LOLLICUP TEA ZONE,1122 S. Diamond Bar Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-860-0666
Walnut,樂立杯,LOLLICUP TEA ZONE,1223 N. Grand Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-895-4419
Arcadia,樂立杯,LOLLICUP TEA ZONE,643 W. Duarte Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-254-0800
Alhambra,樂立杯,LOLLICUP TEA ZONE,228 W. Valley Bl. #106A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-308-1880
Temple City,樂立杯,LOLLICUP TEA ZONE,9644 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-309-9574
Rowland Hts.,樂立杯,LOLLICUP TEA ZONE,18414 E. Colima Rd. #M- N,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-913-8992
Ontario,樂立杯,LOLLICUP TEA ZONE,4323 E. Mills Cir. #104,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-476-1001
Pomona,樂立杯,LOLLICUP TEA ZONE,961 E. Mission Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-622-8186
Orange,樂立杯,LOLLICUP TEA ZONE,3533 E. Chapman Ave. #K,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-289-9800
Irvine,樂立杯,LOLLICUP TEA ZONE,14805 Jeffrey Rd. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,949-559-9436
Westminster,樂立杯,LOLLICUP TEA ZONE,9550 Bolsa Ave. #108,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-531-8832
Rowland Hts.,樂立杯,LOLLICUP TEA ZONE,1015 S. Nogales St. #119B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-965-9699
Pasadena,樂立杯,LOLLICUP TEA ZONE,1491 E.Colorado Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-666-6909
Arcadia,樂立杯,LOLLICUP USA INC.,400 S. Baldwin Ave. #9047,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-254-0503
Chino Hills,樂立杯,LOLLICUP USA INC.,14230 Chino Hills Pkwy. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-627-8928
City of Industry,樂立杯,LOLLICUP USA INC.,1100 Coiner Ct.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,800-857-1988
Rowland Hts.,鍋鍋癮,MJ CAFE,18455 Colima Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-581-2034
San Gabriel,,NUBI YOGURT - SAN GABRIEL,140 W. Valley Bl. #118G,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-573-9988
Artesia,,QUEST CAFÉ,11976 Artesia Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-246-0217
Alhambra,快可立,QUICKLY,618 W. Main St. #B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-289-8030
Monterey Park,快可立,QUICKLY,2095 S. Atlantic Bl. #H,ICE CREAM PARLORS & BEVERAGES,餐飲食品,323-266-3161
Rosemead,快可立,QUICKLY,7637 Garvey Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-3718
San Gabriel,快可立,QUICKLY,119 S. San Gabriel Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-285-9351
Fullerton,快可立,QUICKLY,2510 E. Chapman Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-870-6544
Rowland Hts.,快可立,QUICKLY,18353 Colima Rd,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-964-5089
San Gabriel,快可立,QUICKLY,529 E. Valley Bl. #108B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-312-9581
Monterey Park,快可立,QUICKLY,119 N. Lincoln Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-8288
Hacienda Hts.,快可立,QUICKLY,15848 Halliburton Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-937-6552
Temple City,,CLOVER LEAF COFFEE & BAKERY,9475 E. Las Tunas Dr.,COFFEE HOUSE,餐飲食品,626-285-0100
Monrovia,,COFFEE BEAN & TEA LEAF,704 E. Huntington Dr. #243,COFFEE HOUSE,餐飲食品,626-357-1404
Monrovia,,COFFEE BEAN & TEA LEAF,102 S. Myrtle Ave.,COFFEE HOUSE,餐飲食品,626-301-0317
S. Pasadena,,COFFEE BEAN & TEA LEAF,700 S. Fair Oaks Ave. #A,COFFEE HOUSE,餐飲食品,626-403-2141
Laguna Hills,,COFFEE BEAN & TEA LEAF,24155 Laguna Hills Mall #1635,COFFEE HOUSE,餐飲食品,949-583-9216
Los Angeles,,COFFEE TREE,1513 S. Victoria Ave.,COFFEE HOUSE,餐飲食品,213-272-7502
Fullerton,伊甸園咖啡,EDEN CAFE,124 W. Wilshire Ave. #A1,COFFEE HOUSE,餐飲食品,714-738-7338
Rowland Hts.,愛琳咖啡屋,ELIM BAKERY,18732 Colima Rd.,COFFEE HOUSE,餐飲食品,626-964-2029
San Gabriel,第一咖啡,FRESH ROAST,308 S. San Gabriel Bl.,COFFEE HOUSE,餐飲食品,626-451-5918
Los Angeles,富然咖啡室,PHU CAFE,211 Alpine St. #7A,COFFEE HOUSE,餐飲食品,213-624-6267
San Gabriel,啡我莫屬,PIECE OF CAKE CAFE,709 W. Las Tunas Dr.,COFFEE HOUSE,餐飲食品,626-282-8289
Arcadia,烘焙者咖啡,ROASTER FAMILY COFFEE,713 W. Duarte Rd. #F,COFFEE HOUSE,餐飲食品,626-447-2538
Santa Monica,,URTH CAFFE,2327 Main St.,COFFEE HOUSE,餐飲食品,310-314-7040
Los Angeles,,URTH CAFFE,451 S. Hewitt St.,COFFEE HOUSE,餐飲食品,213-797-4534
W. Hollywood,,URTH CAFFE,8565 Melrose Ave.,COFFEE HOUSE,餐飲食品,310-659-0628
Beverly Hills,,URTH CAFFE,267 S. Beverly Dr.,COFFEE HOUSE,餐飲食品,310-205-9311
Orange,大雅波斯美食,DARYA RESTAURANT,1998 N. Tustin St.,RESTAURANTS-MIDDLE EAST,餐飲食品,714-921-2773
Los Angeles,,JOE'S FALAFEL,3535 Cahuenga Bl.#105,RESTAURANTS-MIDDLE EAST,餐飲食品,323-512-4447
Orange,,KAFFA,424 S. Main St.,RESTAURANTS-MIDDLE EAST,餐飲食品,714-978-1992
Monrovia,,SAM'S DELI RESTAURANT,608-610 S. Mrytle Ave.,RESTAURANTS-MIDDLE EAST,餐飲食品,626-357-0512
Los Angeles,,TA-EEM GRILL,7422 Melrose Ave,RESTAURANTS-MIDDLE EAST,餐飲食品,323-944-0013
Alhambra,中東餐廳,WAHIVS MIDDLE EAST RESTAURANT,910 E. Main St.,RESTAURANTS-MIDDLE EAST,餐飲食品,626-281-1006
San Gabriel,中國王大廚,CHINA CHEF WANG RESTAURANT,9066 Southview Rd.,PARTY CATERING,餐飲食品,818-766-9999
Garden Grove,恩典外燴,GRACEN CATERING,9848 Garden Grove Bl.,PARTY CATERING,餐飲食品,800-711-0776
Los Angeles,,CONTEMPORARY CATERING,2018 Westwood Bl.,PARTY CATERING,餐飲食品,310-558-8190
Garden Grove,豪華飯店婚宴外燴,DRAGON CATERING,9848 Garden Grove Bl.#66,PARTY CATERING,餐飲食品,714-530-7878
Garden Grove,龍宮外燴,DRAGON CATERING,9848 Garden Grove Bl.,PARTY CATERING,餐飲食品,800-530-5660
Chatsworth,,HAMBURGER PATTY'S,10220 Topanga Canyon Bl.,PARTY CATERING,餐飲食品,818-857-2119
W. Covina,,KUSINA NI LOLA FILIPINO FAST FOOD & CATERING,1559 E. Amar Rd. #C,PARTY CATERING,餐飲食品,626-839-9815
Hacienda Hts.,呂師傅外燴,LOUIS VEGETARIAN PARTY CATERING,1826 Blazing Star Dr.,PARTY CATERING,餐飲食品,626-991-5152
Los Angeles,,MILLENNIUM BILTMORE HOTEL,506 S. Grand Ave.,PARTY CATERING,餐飲食品,213-624-1011
N. Hollywood,,TRULY YOURS CATERING,10940 Burbank Bl.,PARTY CATERING,餐飲食品,818-824-6098
San Gabriel,大華超級市場聖蓋博分店麵包部,99 RANCH MARKET S.G. BRANCH BAKERY,140 W. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-307-8899
Arcadia,戚楓烘焙本家,CHIFFON DE PASTRY ART,1010 Baldwin Ave. #C,BAKERS-RETAIL,餐飲食品,626-254-9249
Hacienda Hts.,R.J. 法式蛋糕,R.J. PATISSERIE INC.,1635 S. Azusa Ave.,BAKERS-RETAIL,餐飲食品,626-810-6678
San Gabriel,點一點糕點創作坊,,709 W. Las Tunas Dr,BAKERS-RETAIL,餐飲食品,323-265-2738
W. Covina,RED RIBBON BAKESHOP,,1525 E. Amar Rd.#A.,BAKERS-RETAIL,餐飲食品,626-964-9940
San Gabriel,SAIGON'S BAKERY & SANDWICHES,,718 E. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-288-6475
City of Industry,一福堂,1 FU TANG BAKERY,17861-A Colima Rd.,BAKERS-RETAIL,餐飲食品,626-581-0888
San Gabriel,一福堂總店,1 FU TANG BAKERY,1611 S. San Gabriel Bl.,BAKERS-RETAIL,餐飲食品,626-288-8007
Alhambra,,101 BAKERY & CAFE,301 W.Main St.,BAKERS-RETAIL,餐飲食品,626-300-0034
Rosemead,心意屋,AMOR BAKERY INC.,8829 E. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-285-9655
Los Angeles,星星蛋糕,AMY'S BAKERY,633 W. Cesar Chavez Ave. #6,BAKERS-RETAIL,餐飲食品,213-680-7855
Westminster,新樂餅家,AN LAC BAKERY,9347 Bolsa Ave.,BAKERS-RETAIL,餐飲食品,714-373-0338
El Monte,晶華餅家,ANGEL BAKERY,3944 N. Peck Rd. #9,BAKERS-RETAIL,餐飲食品,626-350-5339
Brea,,B.C. PRODUCTS,592 S. Brea Bl.,BAKERS-RETAIL,餐飲食品,909-920-5805
S. El Monte,城都麵包爐,BAGUETTE,9505 E. Garvey Ave. #A,BAKERS-RETAIL,餐飲食品,626-350-7099
Artesia,烘焙屋,BAKE ARE WE,11624-1/2 South St.,BAKERS-RETAIL,餐飲食品,562-653-9398
Alhambra,巴黎凍肉麵包,BALE FRENCH SANDWICH & BAKERY,1426 S. Atlantic Bl.,BAKERS-RETAIL,餐飲食品,626-308-3003
Alhambra,美荻法國麵包,BANH MI MY  THO FRANCH SANDWICH,304 W. Valley Bl.,BAKERS-RETAIL,餐飲食品,626-289-4160
Santa Monica,,BAY CITIES ITALIAN DELI & BAKERY,1517 Lincoln Bl.,BAKERS-RETAIL,餐飲食品,310-395-8279
Garden Grove,法國麵包店,BOULANGERIE PIERRE & PATISSERIE,14352 Brookhurst St.,BAKERS-RETAIL,餐飲食品,714-418-9098
Los Angeles,,BUU DIEN FRANCH SANDWICHES,642 N. Broadway #5,BAKERS-RETAIL,餐飲食品,213-617-8355
Irvine,85度C 台灣第一咖啡蛋糕烘焙品牌,CAFE 85 C,2700 Alton Pkwy. #123,BAKERS-RETAIL,餐飲食品,949-553-8585
Hacienda Hts,85度C 台灣第一咖啡蛋糕烘焙品牌,CAFE 85 C,17170 Colima Rd.#A,BAKERS-RETAIL,餐飲食品,626-839-7885
Costa Mesa,,CAFE BLANC,298 E. 17th St. #B,BAKERS-RETAIL,餐飲食品,949-631-9999
Gardena,,CAKE 99,1610 W. Redondo Beach Bl. #11,BAKERS-RETAIL,餐飲食品,310-323-1988
San Dimas,非常歐洲蛋糕點心,CAKES UNLIMITED,1021 W. Arrow Hwy.,BAKERS-RETAIL,餐飲食品,909-394-1757
Temple City,香夫人-天普市店,CATHY'S BAKERY,5833 Temple City Blvd.,BAKERS-RETAIL,餐飲食品,626-286-7789
San Gabriel,香夫人-聖市店,CATHY'S BAKERY,227 W. Valley Bl. #128A,BAKERS-RETAIL,餐飲食品,626-293-1033
Arcadia,香夫人-亞市店,CATHY'S BAKERY,651 W. Duarte Rd. #A,BAKERS-RETAIL,餐飲食品,626-821-8655
San Gabriel,香夫人-聖市總店,CATHY'S BAKERY,708 E. Las Tunas Dr.,BAKERS-RETAIL,餐飲食品,626-451-0101
Westminster,香檳餅家,CHAMPAGNE BAKERY,9200 Bolsa Ave. #116,BAKERS-RETAIL,餐飲食品,714-898-0484
Diamond Bar,鑽石恩典坊,CHAMPS ELYSEES BAKERY,1200 S. Diamond Bar Bl. #102,BAKERS-RETAIL,餐飲食品,909-861-7456
Los Angeles,新中國城餅家,CHINATOWN BAKERY & DELI INC.,809 N. Hill St. #A,BAKERS-RETAIL,餐飲食品,213-680-3888
Los Angeles,可可餅店,CO CO BAKERY,645 N. Spring St.,BAKERS-RETAIL,餐飲食品,213-625-0388
Bell,群鳳餅家,CONPHUNG BAKERY,6367 Atlantic Ave.,BAKERS-RETAIL,餐飲食品,323-773-3888
San Gabriel,天使烘焙坊,D'ANGE BAKERY,800 W. Las Tunas Dr.#100,BAKERS-RETAIL,餐飲食品,626-282-0808
Arcadia,雙喜蛋糕,DE CROUPET'S CAKES,23 E. Huntington Dr.,BAKERS-RETAIL,餐飲食品,626-446-6903
S. El Monte,鑽石餅家-總店,DIAMOND BAKERY,1940 Frank Stiles St.,BAKERS-RETAIL,餐飲食品,626-452-8020
Artesia,鑽石餅家-喜瑞都市分店,DIAMOND BAKERY,17801 Pioneer Bl. #D,BAKERS-RETAIL,餐飲食品,562-402-6728
Rowland Hts.,鑽石餅家-羅蘭崗分店(1),DIAMOND BAKERY,1015 S. Nogales St.,BAKERS-RETAIL,餐飲食品,626-912-3708
Monterey Park,鑽石餅家-蒙市分店,DIAMOND BAKERY,742-746 W. Gavery Ave.,BAKERS-RETAIL,餐飲食品,626-289-5172
Irvine,頂好餅屋,DIHO BAKERY,14130 Culver Dr. #J,BAKERS-RETAIL,餐飲食品,949-857-6415
Rosemead,多美思餅店,DOMIES BAKERY,7609 Garvey Ave.,BAKERS-RETAIL,餐飲食品,626-280-3085
San Gabriel,多美思蛋糕店,DOMIES BAKERY,529 E. Valley Bl. #118,BAKERS-RETAIL,餐飲食品,626-571-8399
Rowland Hts,,EAT CAKE CAFE,19705 E. Colima Rd.#6,BAKERS-RETAIL,餐飲食品,714-261-6192
Los Angeles,奇異情趣蛋糕,EXOTIC CAKES,1068 S. Fairfax Ave.,BAKERS-RETAIL,餐飲食品,323-938-2286
Los Angeles,美如點心餅家,FAMILY PATSRYINC.,715 N. Spring St.,BAKERS-RETAIL,餐飲食品,213-622-5255
San Gabriel,幸運餅家,FORTUNE BAKERY INC.,700 W. Las Tunas Dr.,BAKERS-RETAIL,餐飲食品,626-576-0514
Monterey Park,楓葉蛋糕,G.P. BAKERY,2331 S. Garfield Ave.,BAKERS-RETAIL,餐飲食品,323-888-9878
Rosemead,嘉福糕餅店,GARFUC BAKERY,9008 E. Garvey Ave. #D,BAKERS-RETAIL,餐飲食品,626-280-8737
Pasadena,AKBAR 印度餐廳,AKBAR CUISINE OF INDIA,44 N. Fair Oaks Ave.,RESTAURANTS-INDIAN,餐飲食品,626-577-9916
Marina Del Rey,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,3115 Washingtan Bl.,RESTAURANTS-INDIAN,餐飲食品,310-574-0666
