city,name_chinese,name_english,address,category_2,category_1,number
Monrovia,,SAM'S DELI RESTAURANT,608-610 S. Mrytle Ave.,RESTAURANTS-MIDDLE EAST,餐飲食品,626-357-0512
Los Angeles,,TA-EEM GRILL,7422 Melrose Ave,RESTAURANTS-MIDDLE EAST,餐飲食品,323-944-0013
Alhambra,中東餐廳,WAHIVS MIDDLE EAST RESTAURANT,910 E. Main St.,RESTAURANTS-MIDDLE EAST,餐飲食品,626-281-1006
San Gabriel,中國王大廚,CHINA CHEF WANG RESTAURANT,9066 Southview Rd.,PARTY CATERING,餐飲食品,818-766-9999
Garden Grove,恩典外燴,GRACEN CATERING,9848 Garden Grove Bl.,PARTY CATERING,餐飲食品,800-711-0776
Los Angeles,,CONTEMPORARY CATERING,2018 Westwood Bl.,PARTY CATERING,餐飲食品,310-558-8190
Garden Grove,豪華飯店婚宴外燴,DRAGON CATERING,9848 Garden Grove Bl.#66,PARTY CATERING,餐飲食品,714-530-7878
Garden Grove,龍宮外燴,DRAGON CATERING,9848 Garden Grove Bl.,PARTY CATERING,餐飲食品,800-530-5660
Chatsworth,,HAMBURGER PATTY'S,10220 Topanga Canyon Bl.,PARTY CATERING,餐飲食品,818-857-2119
W. Covina,,KUSINA NI LOLA FILIPINO FAST FOOD & CATERING,1559 E. Amar Rd. #C,PARTY CATERING,餐飲食品,626-839-9815
Hacienda Hts.,呂師傅外燴,LOUIS VEGETARIAN PARTY CATERING,1826 Blazing Star Dr.,PARTY CATERING,餐飲食品,626-991-5152
Los Angeles,,MILLENNIUM BILTMORE HOTEL,506 S. Grand Ave.,PARTY CATERING,餐飲食品,213-624-1011
N. Hollywood,,TRULY YOURS CATERING,10940 Burbank Bl.,PARTY CATERING,餐飲食品,818-824-6098
Newport Beach,,CALIFORNIA PIZZA KITCHEN,1151 Newport Center Dr.,RESTAURANTS-PIZZA,餐飲食品,949-759-5543
Los Angeles,,CALIFORNIA PIZZA KITCHEN,330 S. Hope St.,RESTAURANTS-PIZZA,餐飲食品,213-626-2616
Los Angeles,,CALIFORNIA PIZZA KITCHEN,735 S. Figueroa St. #305,RESTAURANTS-PIZZA,餐飲食品,213-228-8500
Arcadia,,CALIFORNIA PIZZA KITCHEN,400 S. Baldwin Ave. #115,RESTAURANTS-PIZZA,餐飲食品,626-445-2610
Glendale,,CALIFORNIA PIZZA KITCHEN,101 N. Brand Bl.,RESTAURANTS-PIZZA,餐飲食品,818-507-1558
Burbank,,CALIFORNIA PIZZA KITCHEN,601 N. San Fernando Bl.,RESTAURANTS-PIZZA,餐飲食品,818-972-2589
Los Angeles,,CALIFORNIA PIZZA KITCHEN,121 N. La Cienega Bl.,RESTAURANTS-PIZZA,餐飲食品,310-854-6555
Culver City,,CALIFORNIA PIZZA KITCHEN,10704 Venice Bl.,RESTAURANTS-PIZZA,餐飲食品,310-287-2727
Santa Monica,,CALIFORNIA PIZZA KITCHEN,210 Wilshire Bl.,RESTAURANTS-PIZZA,餐飲食品,310-393-9335
Anaheim,,CALIFORNIA PIZZA KITCHEN,321 W. Katella Ave.,RESTAURANTS-PIZZA,餐飲食品,714-991-0305
Redondo Beach,,CALIFORNIA PIZZA KITCHEN,1815 Hawthorne Bl.,RESTAURANTS-PIZZA,餐飲食品,310-370-9931
Torrance,,CALIFORNIA PIZZA KITCHEN,25306 Crenshaw Bl.,RESTAURANTS-PIZZA,餐飲食品,310-539-5410
Encino,,CALIFORNIA PIZZA KITCHEN,16101 Ventura Bl.,RESTAURANTS-PIZZA,餐飲食品,818-907-7783
Long Beach,,CALIFORNIA PIZZA KITCHEN,6417 E. Pacific Coast Hwy. #A-1,RESTAURANTS-PIZZA,餐飲食品,562-596-2775
Beverly Hills,,CALIFORNIA PIZZA KITCHEN,207 S. Beverly Dr.,RESTAURANTS-PIZZA,餐飲食品,310-275-1101
Santa Ana,,CALIFORNIA PIZZA KITCHEN,2800 N. Main St. #872,RESTAURANTS-PIZZA,餐飲食品,714-479-0604
Tustin,,CALIFORNIA PIZZA KITCHEN,3001 El Camino Real,RESTAURANTS-PIZZA,餐飲食品,714-838-5083
Chino Hills,,CALIFORNIA PIZZA KITCHEN,3505 Grand Ave.,RESTAURANTS-PIZZA,餐飲食品,909-590-3090
Irvine,,CALIFORNIA PIZZA KITCHEN,55 Fortune Dr. #600,RESTAURANTS-PIZZA,餐飲食品,949-585-9531
Irvine,,CALIFORNIA PIZZA KITCHEN,2957 Michelson Dr.,RESTAURANTS-PIZZA,餐飲食品,949-975-1585
W. Covina,,CALIFORNIA PIZZA KITCHEN,110 S. California Ave.,RESTAURANTS-PIZZA,餐飲食品,626-814-4400
Montebello,,DOMINO'S PIZZA,803 W. Whittier Bl.,RESTAURANTS-PIZZA,餐飲食品,323-262-3030
Monterey Park,,DOMINO'S PIZZA,829 S. Atlantic Bl.,RESTAURANTS-PIZZA,餐飲食品,626-576-2000
Pico Rivera,,DOMINO'S PIZZA,9448 E. Slauson Ave.,RESTAURANTS-PIZZA,餐飲食品,562-222-2207
Pasadena,,DOMINO'S PIZZA,633 S. Arroyo Pkwy.,RESTAURANTS-PIZZA,餐飲食品,626-584-1976
Pasadena,,DOMINO'S PIZZA,2057 N. Los Robles Ave.,RESTAURANTS-PIZZA,餐飲食品,626-791-9285
Pasadena,,DOMINO'S PIZZA,1802 E. Washington Bl.,RESTAURANTS-PIZZA,餐飲食品,626-794-3030
Temple City,,DOMINO'S PIZZA,9443 Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-285-0033
Los Angeles,,DOMINO'S PIZZA,5624 York Bl.,RESTAURANTS-PIZZA,餐飲食品,323-255-5999
Los Angeles,,DOMINO'S PIZZA,520 West Ave. 26 #B,RESTAURANTS-PIZZA,餐飲食品,323-225-1080
Rosemead,,DOMINO'S PIZZA,8350 Garvey Ave. #B,RESTAURANTS-PIZZA,餐飲食品,626-288-3030
Whittier,,DOMINO'S PIZZA,13205 Whittier Bl. #A,RESTAURANTS-PIZZA,餐飲食品,562-945-7691
Pico Rivera,,DOMINO'S PIZZA,4500 Rosemead Bl. #B,RESTAURANTS-PIZZA,餐飲食品,562-692-9591
Whittier,,DOMINO'S PIZZA,10807 Beverly Bl. #C,RESTAURANTS-PIZZA,餐飲食品,562-695-2600
S. El Monte,,DOMINO'S PIZZA,1937 Tyler Ave.,RESTAURANTS-PIZZA,餐飲食品,626-579-3030
Pasadena,,DOMINO'S PIZZA,2363 E. Colorado Bl.,RESTAURANTS-PIZZA,餐飲食品,626-584-0866
San Gabriel,,DOMINO'S PIZZA,1001 E. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-287-0901
Alhambra,,DOMINO'S PIZZA,703 S. Atlantic Bl.,RESTAURANTS-PIZZA,餐飲食品,626-289-5694
Hacienda Hts.,,DOMINO'S PIZZA,15908 E. Halliburton Rd.,RESTAURANTS-PIZZA,餐飲食品,626-369-0999
Los Angeles,,DOMINO'S PIZZA,4815 Valley Bl. #H,RESTAURANTS-PIZZA,餐飲食品,323-222-7722
Los Angeles,,DOMINO'S PIZZA,1311 Glendale Bl. #G,RESTAURANTS-PIZZA,餐飲食品,213-413-8444
Los Angeles,,DOMINO'S PIZZA,1759 Colorado Bl.,RESTAURANTS-PIZZA,餐飲食品,323-256-5991
Los Angeles,,DOMINO'S PIZZA,3502 W. Sunset Bl.,RESTAURANTS-PIZZA,餐飲食品,323-667-2323
Monrovia,,DOMINO'S PIZZA,348 W. Huntington Dr.,RESTAURANTS-PIZZA,餐飲食品,626-303-2655
San Gabriel,,GINO'S PRIMO PIZZA,717 W. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-576-5945
Alhambra,,LITTLE CAESARS PIZZA,715 E. Main St.,RESTAURANTS-PIZZA,餐飲食品,626-284-0441
Upland,,PAPA JOHNS PIZZA,1242 W. Foothill Bl.,RESTAURANTS-PIZZA,餐飲食品,909-981-8009
San Gabriel,,PAPA JOHNS PIZZA,301 W. Las Tunas Dr.,RESTAURANTS-PIZZA,餐飲食品,626-457-8989
Arcadia,,PAPA JOHNS PIZZA,1312 S. Baldwin Ave.,RESTAURANTS-PIZZA,餐飲食品,626-445-6262
S. Pasadena,,PAPA JOHNS PIZZA,800 Fair Oaks Ave.,RESTAURANTS-PIZZA,餐飲食品,626-441-8484
San Gabriel,小美(海派)快餐冰果,SHAU MAY RESTAURANT,830 E. Valley Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-569-9600
El Monte,冰淇淋批發專賣店,B & B ICE CREAM WHOLESALE,9928 Lower Azusa Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-443-5042
Arcadia,冰冰蒟蒻,BIN BIN KONJAC,651 W. Duarte Rd. #E,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-574-7318
Carson,,BLENDRES,278 E. Sepulveda Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,310-834-9593
Alhambra,藍櫻桃酸奶坊,BLUE CHERRY YOGURT BAR,137 W. Main St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-281-8568
San Gabriel,多多杯,BOBA CORNER,1635 S. San Gabriel Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-8191
Temple City,波霸休閑站,BOBA EXPRESS,9653 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-287-3067
Torrance,,BOBA TEA HOUSE,24202 Crenshaw Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,310-326-1868
Northridge,,BOBA TEA HOUSE,18110 Nordhoff St. #F,ICE CREAM PARLORS & BEVERAGES,餐飲食品,818-717-0797
Northridge,,BOUNCE BAY,18429 Nord Hoff St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,818-576-9310
Temple City,,C CUP,9566 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-285-9928
Alhambra,,COFFTEA,406 E. Valley Bl,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-281-6877
San Marino,,COPY CAP,2506 Huntington Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-286-8520
Covina,科威娜風味素食冰店,COVINA TASTY FREEZ,1063 N. Citrus Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-332-8816
Alhambra,最佳雪糕,FOSSELMAN'S ICE CREAM,1824 W. Main St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-282-6533
Arcadia,HONEY 波霸,HONEY BOBA,1 W. Duarte Rd. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-446-9788
City of Industry,北京酸奶,JING YOGURT,128 S. 6th Ave,ICE CREAM PARLORS & BEVERAGES,餐飲食品,855-580-6789 626-369-6060
San Gabriel,,JJ TEA HOUSE,417 S. San Gabriel Bl.#C,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-286-2863
Cerritos,吉米屋,JP BAKERY CAFE,11446 South St.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-865-8383
Artesia,樂立杯,LOLLICUP,17901 Pioneer Bl. #B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-865-8338
El Monte,樂立杯,LOLLICUP TEA ZONE,10512 Lower Azusa Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-443-6218
Los Angeles,樂立杯,LOLLICUP TEA ZONE,988 N. Hills St. #119,ICE CREAM PARLORS & BEVERAGES,餐飲食品,213-687-8283
Diamond Bar,樂立杯,LOLLICUP TEA ZONE,1122 S. Diamond Bar Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-860-0666
Walnut,樂立杯,LOLLICUP TEA ZONE,1223 N. Grand Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-895-4419
Arcadia,樂立杯,LOLLICUP TEA ZONE,643 W. Duarte Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-254-0800
Alhambra,樂立杯,LOLLICUP TEA ZONE,228 W. Valley Bl. #106A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-308-1880
Temple City,樂立杯,LOLLICUP TEA ZONE,9644 Las Tunas Dr.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-309-9574
Rowland Hts.,樂立杯,LOLLICUP TEA ZONE,18414 E. Colima Rd. #M- N,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-913-8992
Ontario,樂立杯,LOLLICUP TEA ZONE,4323 E. Mills Cir. #104,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-476-1001
Pomona,樂立杯,LOLLICUP TEA ZONE,961 E. Mission Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-622-8186
Orange,樂立杯,LOLLICUP TEA ZONE,3533 E. Chapman Ave. #K,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-289-9800
Irvine,樂立杯,LOLLICUP TEA ZONE,14805 Jeffrey Rd. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,949-559-9436
Westminster,樂立杯,LOLLICUP TEA ZONE,9550 Bolsa Ave. #108,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-531-8832
Rowland Hts.,樂立杯,LOLLICUP TEA ZONE,1015 S. Nogales St. #119B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-965-9699
Pasadena,樂立杯,LOLLICUP TEA ZONE,1491 E.Colorado Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-666-6909
Arcadia,樂立杯,LOLLICUP USA INC.,400 S. Baldwin Ave. #9047,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-254-0503
Chino Hills,樂立杯,LOLLICUP USA INC.,14230 Chino Hills Pkwy. #A,ICE CREAM PARLORS & BEVERAGES,餐飲食品,909-627-8928
City of Industry,樂立杯,LOLLICUP USA INC.,1100 Coiner Ct.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,800-857-1988
Rowland Hts.,鍋鍋癮,MJ CAFE,18455 Colima Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-581-2034
San Gabriel,,NUBI YOGURT - SAN GABRIEL,140 W. Valley Bl. #118G,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-573-9988
Artesia,,QUEST CAFÉ,11976 Artesia Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,562-246-0217
Alhambra,快可立,QUICKLY,618 W. Main St. #B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-289-8030
Monterey Park,快可立,QUICKLY,2095 S. Atlantic Bl. #H,ICE CREAM PARLORS & BEVERAGES,餐飲食品,323-266-3161
Rosemead,快可立,QUICKLY,7637 Garvey Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-3718
San Gabriel,快可立,QUICKLY,119 S. San Gabriel Bl.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-285-9351
Fullerton,快可立,QUICKLY,2510 E. Chapman Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,714-870-6544
Rowland Hts.,快可立,QUICKLY,18353 Colima Rd,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-964-5089
San Gabriel,快可立,QUICKLY,529 E. Valley Bl. #108B,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-312-9581
Monterey Park,快可立,QUICKLY,119 N. Lincoln Ave.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-280-8288
Hacienda Hts.,快可立,QUICKLY,15848 Halliburton Rd.,ICE CREAM PARLORS & BEVERAGES,餐飲食品,626-937-6552
Pasadena,AKBAR 印度餐廳,AKBAR CUISINE OF INDIA,44 N. Fair Oaks Ave.,RESTAURANTS-INDIAN,餐飲食品,626-577-9916
Marina Del Rey,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,3115 Washingtan Bl.,RESTAURANTS-INDIAN,餐飲食品,310-574-0666
Hermosa Beach,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,1101 Aviation Bl.,RESTAURANTS-INDIAN,餐飲食品,310-937-3800
Santa Monica,AKBAR印度餐廳,AKBAR CUISINE OF INDIA,2627 Wilshire Bl.,RESTAURANTS-INDIAN,餐飲食品,310-586-7469
Los Angeles,,ANARKALI INDIAN RESTAURANT,7013 Melrose Ave.,RESTAURANTS-INDIAN,餐飲食品,323-934-6488
Torrance,,ANGARA INDIAN RESTAURANT,2170 Torrance Bl.,RESTAURANTS-INDIAN,餐飲食品,310-320-9090
Diamond Bar,鑽石印度餐館,DIAMOND PALACE CUISINE OF INDIA,1241 S. Grand Ave. #L,RESTAURANTS-INDIAN,餐飲食品,909-860-2625
San Gabriel,日式印度料理西餐,DUCKS RESTAURANT,1381 E. Las Tunas Dr.,RESTAURANTS-INDIAN,餐飲食品,626-287-8743
Artesia,HAVELI INDIA CUISINE,HAVELI INDIA CUISINE,17221 Pioneer Bl,RESTAURANTS-INDIAN,餐飲食品,562-860-4608
Alhambra,印度餐廳,MAHAN INDIAN RESTAURANT,110 W. Main St.,RESTAURANTS-INDIAN,餐飲食品,626-458-6299
Tustin,,MASALA BOWL,14311 Newport Ave. #A,RESTAURANTS-INDIAN,餐飲食品,714-832-4113
Chatsworth,,MOTHER INDIA,10110 Topanga Canyon Bl.,RESTAURANTS-INDIAN,餐飲食品,818-407-8898
Pasadena,新德里宮印度料理,NEW DELHI PALACE CUSINE OF INDIA,950 E. Colorado Bl. #205,RESTAURANTS-INDIAN,餐飲食品,626-405-0666
Fountain Valley,,PUNJAB CUISINE OF INDIA,18687 Brookhurst St.,RESTAURANTS-INDIAN,餐飲食品,714-963-6777
Gardena,,AKANE CHAYA,1610 W. Redondo Beach Bl. #5,RESTAURANTS-ITALIAN,餐飲食品,310-768-3939
El Cajon,,ARRIVIDERCI ITALIAN RESTAURANT,2963 Jamacha Rd.#A,RESTAURANTS-ITALIAN,餐飲食品,619-660-8200
Cerritos,義大利餐廳,ARTE CAFÉ,12741 Towne Center Dr. #B,RESTAURANTS-ITALIAN,餐飲食品,562-865-2783
San Gabriel,,BELLA ITALIAN RESTAURANT,7232 N. Rosemead Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-287-5674
Monrovia,,BELLA SERA,422 S. Myrtle Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-359-1399
Pasadena,,BUCA DI BEDDO,80 W. Green St.,RESTAURANTS-ITALIAN,餐飲食品,626-792-7272
Los Angeles,威尼斯料理,CA'BREA RESTAURANT,346 S.  La Brea Ave.,RESTAURANTS-ITALIAN,餐飲食品,323-938-2863
Bellflower,義大利餐廳,CAFE CAMELLIA,16916 Bellflower Bl.,RESTAURANTS-ITALIAN,餐飲食品,562-866-2824
Arcadia,,CARMINER'S ITALIAN RESTAURANT & BAR,311 E. Live Oak Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-445-4726
S. Pasadena,,CARMINER'S ITALIAN RESTAURANT & BAR,424 Fair Oaks Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-799-2266
Los Angeles,,CHARLIE'S TRIO CAFE,5769 N. Huntington Dr.,RESTAURANTS-ITALIAN,餐飲食品,323-223-3871
Alhambra,,CHARLIE'S TRIO CAFE,47 W. Main St.,RESTAURANTS-ITALIAN,餐飲食品,626-284-4943
Rosemead,帝飛雅義大利餐廳,DI PILLA'S ITALIAN RESTAURANT,9013 Valley Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-286-0275
Arcadia,,DOMENICO'S ITALIAN RESTAURANT,215 N. Santa Anita Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-574-7433
Glendale,,FAR NIENTE RESTAURANT,204-1/2 N. Brand Bl.,RESTAURANTS-ITALIAN,餐飲食品,818-242-3835
Pasadena,,GALE'S RESTAURANT,452 S. Fair Oaks Ave.,RESTAURANTS-ITALIAN,餐飲食品,626-432-6705
Manhattan Beach,,IL FORNAIN,1800 Rosecrans Ave.,RESTAURANTS-ITALIAN,餐飲食品,310-725-9555
Los Angeles,瑪蒂蓮娜義大利餐廳,MADDALENA RESTAURANT HOURS,737 Lamar St.,RESTAURANTS-ITALIAN,餐飲食品,323-223-1401
Woodland Hills,,MAGGIANO'S LITTLE ITALY,6100 Topanga Canyon Bl.,RESTAURANTS-ITALIAN,餐飲食品,818-887-3777
Los Angeles,,MAGGIANO'S LITTLE ITALY,189 The Grove Dr. #Z80,RESTAURANTS-ITALIAN,餐飲食品,323-965-9665
Glendale,,MARIO'S ITALIAN DELI & MARKET,740 E. Broadway,RESTAURANTS-ITALIAN,餐飲食品,818-242-4114
Pasadena,,MI PIACE PASADENA,25 E. Colorado Bl.,RESTAURANTS-ITALIAN,餐飲食品,626-795-3131
City of Industry,義麵屋,PASTA JOE'S,18222 E. Gale Ave.#A,RESTAURANTS-ITALIAN,餐飲食品,626-965-5566
Pasadena,,CHEVAL BLANC,41 S. De Lacey Ave,RESTAURANTS-FRENCH,餐飲食品,626-577-4141
Manhattan Beach,,CREME DE LA CREPE,1140 Highland Ave,RESTAURANTS-FRENCH,餐飲食品,310-546-9900
Redondo Beach,,CREME DE LA CREPE,1708-1/2 S. Catalina Ave.,RESTAURANTS-FRENCH,餐飲食品,310-540-8811
Pasadena,,CREME DE LA CREPE,36 W. Colorado Bl.,RESTAURANTS-FRENCH,餐飲食品,626-844-0007
Long Beach,,CREME DE LA CREPE,400 E. 1st St,RESTAURANTS-FRENCH,餐飲食品,562-437-2222
Hermosa Beach,,CREME DE LA CREPE,424 Pier Ave,RESTAURANTS-FRENCH,餐飲食品,310-937-2822
Culver City,,CREME DE LA CREPE,6000 Sepulveda Bl.#1305,RESTAURANTS-FRENCH,餐飲食品,310-391-8818
Pasadena,,EURO PANE,950 E. Colorado Bl,RESTAURANTS-FRENCH,餐飲食品,626-577-1828
Rosemead,LA VIE 法國菜,LA VIE FRENCH RESTAURANT,2547 San Gabriel Bl.,RESTAURANTS-FRENCH,餐飲食品,626-571-1180
Monrovia,異國風情美食料理,RESTAURANT DEVON,109 E. Lemon Ave.,RESTAURANTS-FRENCH,餐飲食品,626-305-0013
Arcadia,精緻滋味,SESAME GRILL,308 E. Huntington Dr.,RESTAURANTS-FRENCH,餐飲食品,626-821-0880626-574-0854
Tustin,,THE WINERY RESTAURANT & WINE BAR,2647 Park Ave.,RESTAURANTS-FRENCH,餐飲食品,714-258-7600
Buena Park,菲律賓餐廳,PHILIPPINE RESTAURANT,7635 Knott Ave.,RESTAURANTS-PHILIPPINE,餐飲食品,714-739-2888
San Gabriel,馬德望海鮮酒家,BATTAMBANG SEAFOOD RESTAURANT,1806 S. San Gabriel Bl.,RESTAURANTS-CAMBODIA,餐飲食品,626-307-3938
Los Angeles,馬德望餐館,NEW BATTAMBANG RESTAURANT,648 New High St.,RESTAURANTS-CAMBODIA,餐飲食品,213-620-9015
Los Angeles,新高棉餐室,NEW KAMARA CHINESE CAMBODIAN RESTAURANT,709 N. Hill St. #14,RESTAURANTS-CAMBODIA,餐飲食品,213-620-1090
Baldwin Park,好生意茶館,ABC TEA HOUSE,14520 Arrow Hwy.,TEA SHOPS,餐飲食品,626-813-1333
Claremont,茶竹居,BAMBOO TEA HOUSE,221 Yale Ave.,TEA SHOPS,餐飲食品,909-626-7668
Westminster,達信蔘茸茗茶公司,DAT SHUN GINSENG & TEA CO.,9211 Bolsa Ave. #118,TEA SHOPS,餐飲食品,714-892-9333
Monterey Park,保健茶行,HERBAL AIDE,236 S. Garfield Ave.,TEA SHOPS,餐飲食品,626-571-1738
Chino,美國百年茶公司,HERBAL STAR LLC,4554 Hastings Ct.,TEA SHOPS,餐飲食品,626-300-0149
Rosemead,有閒,LA ARBRE TEA HOUSE,8508 E. Valley Bl. #C101,TEA SHOPS,餐飲食品,626-307-8818
Pasadena,,LEA FOREVER,260 E. Colorado Bl. #223A,TEA SHOPS,餐飲食品,626-538-5218
Azusa,百福台灣茗茶公司,LINBOS CORP.,730 N. Todd Ave.,TEA SHOPS,餐飲食品,626-387-6027
S. El Monte,現代食品公司(高山茶),MODERN FOODS INC. - COSAN TEA,9838 Joe Vargas Way #H,TEA SHOPS,餐飲食品,626-454-2668
Pomona,一品屋茶具,PRESENT NATURAL HOUSE & CO.,1654 W. Orange Grove Ave.,TEA SHOPS,餐飲食品,909-868-1999
Fountain Valley,天立茗茶,TEN LI TEA &  CO.,17086 Magnolia St.,TEA SHOPS,餐飲食品,714-842-9859
Los Angeles,天仁茗茶,TEN REN TEA CO. LTD.,726 N. Hill St. #136,TEA SHOPS,餐飲食品,213-626-8844
Anaheim,天仁茗茶,TEN REN TEA CO. LTD.,665-B N. Euclid St.,TEA SHOPS,餐飲食品,714-635-6665
City of Industry,天仁茗茶,TEN REN TEA CO. LTD.,1330 S. Fullerton Rd. #102,TEA SHOPS,餐飲食品,626-581-7700
Arcadia,天仁茗茶,TEN REN TEA CO. LTD.,846 W. Duarte Rd.,TEA SHOPS,餐飲食品,626-821-0250
Monterey Park,天仁茗茶,TEN REN TEA CO. LTD.,111 W. Garvey Ave.,TEA SHOPS,餐飲食品,626-288-2012
San Gabriel,天仁茗茶,TEN REN TEA CO. LTD.,154 W. Valley Bl.,TEA SHOPS,餐飲食品,626-288-1663
Rowland Hts.,天仁茗茶,TEN REN TEA CO. LTD.,18423 E. Colima Rd.,TEA SHOPS,餐飲食品,626-854-6045
Walnut,輕鬆小站,TENREN'S TEA TIME,515 Grand Ave. #F,TEA SHOPS,餐飲食品,909-839-2665
S. El Monte,安可李氏美國花旗嵾茶,UNCLE LEE'S TEA INC.,11020 E. Ruth St.,TEA SHOPS,餐飲食品,626-350-3309
Alhambra,華泰茗茶,VALLEY TEA & COFFEE,1101 W. Valley Bl. #103,TEA SHOPS,餐飲食品,626-281-5799
Tustin,,BELACAN GRILL MALAYSIAN BISTRO,17460 E. 17th St.,RESTAURANTS-MALAYSIAN,餐飲食品,714-505-9908
El Monte,馬來西亞餐廳,LITTLE MALAYSIA RESTAURANT,3944 N. Peck Rd. #A,RESTAURANTS-MALAYSIAN,餐飲食品,626-401-3188
W. Covina,馬來檳城,PENANG MALAYSIAN CUISINE,971 S. Glendora Ave.,RESTAURANTS-MALAYSIAN,餐飲食品,626-338-6138
Los Angeles,,SINGAPORE'S BANANA LEAF,6333 W. 3rd St.#122,RESTAURANTS-MALAYSIAN,餐飲食品,323-933-4627
Alhambra,馬來西亞餐廳,YAZMIN MALAYSIAN RESTAURANT,27 E. Main St.,RESTAURANTS-MALAYSIAN,餐飲食品,626-308-2036
City of Industry,,AMOR INDIO MEXICAN RESTAURANT,15200 E. Valley Bl.,RESTAURANTS-MEXICAN,餐飲食品,626-330-8119
El Monte,,ANNIA'S KITCHEN,4233 N. Santa Anita Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-401-2422
Arcadia,,CABRERA'S MEXICAN CUISINE,625 E. Live Oka Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-445-5327
Duarte,,CABRERA'S MEXICAN CUISINE,1856 E. Huntington Dr.,RESTAURANTS-MEXICAN,餐飲食品,626-359-3614
Pasadena,,CABRERA'S MEXICAN CUISINE,655 N. Lake Ave.,RESTAURANTS-MEXICAN,餐飲食品,626-795-0230
Pico Rivera,,CASA GAMINO,9060 E. Slauson Ave.,RESTAURANTS-MEXICAN,餐飲食品,562-949-4144
Montebello,墨西哥式情調餐廳,LA COSTA RESTAURANT,854 N. Garfield Ave.,RESTAURANTS-MEXICAN,餐飲食品,323-728-7492
Garden Grove,,LA LANGGOSTA,13571 Habor Bl.,RESTAURANTS-MEXICAN,餐飲食品,714-537-8608
Covina,,LOS FAROLES MEXICAN GRILL,1118 W. San Bernardino Rd.,RESTAURANTS-MEXICAN,餐飲食品,626-966-8868
Monterey Park,,LUMIN ARIAS RESTAURANT,3500 Ramona Bl.,RESTAURANTS-MEXICAN,餐飲食品,323-268-4363
